0,0.00180054
1,0.00395203
2,0.00378418
3,0.00369263
4,0.00314331
5,0.00410461
6,0.00465393
7,0.00408936
8,0.00364685
9,0.0040741
10,0.0035553
11,0.00410461
12,0.00354004
13,0.00387573
14,0.00466919
15,0.00358582
16,0.00354004
17,0.00352478
18,0.00361633
19,0.00413513
20,0.0042572
21,0.00457764
22,0.00265503
23,0.00543213
24,0.00288391
25,0.00257874
26,0.00590515
27,0.0027771
28,0.00534058
29,0.00320435
30,0.00280762
31,0.00587463
32,0.00276184
33,0.00312805
34,0.00325012
35,0.00617981
36,0.00325012
37,0.00262451
38,0.00563049
39,0.00253296
40,0.00505066
41,0.00482178
42,0.00241089
43,0.00527954
44,0.00257874
45,0.00509644
46,0.00311279
47,0.00474548
48,0.00254822
49,0.00558472
50,0.00233459
51,0.00439453
52,0.00460815
53,0.0042572
54,0.00367737
55,0.00323486
56,0.00360107
57,0.00480652
58,0.00344849
59,0.00366211
60,0.0039978
61,0.00509644
62,0.00361633
63,0.0038147
64,0.00227356
65,0.00442505
66,0.00418091
67,0.00505066
68,0.00230408
69,0.00518799
70,0.00267029
71,0.00506592
72,0.00247192
73,0.00489807
74,0.00274658
75,0.00549316
76,0.00302124
77,0.00309753
78,0.00614929
79,0.00296021
80,0.00357056
81,0.00338745
82,0.00344849
83,0.00430298
84,0.00515747
85,0
86,0.00537109
87,0.00537109
88,0
89,0.00622559
90,0.00723267
91,0
92,0.00779724
93,0
94,0.00819397
95,0
96,0
97,0.00933838
98,0
99,0
100,0.0102997
101,0
102,0.0114288
103,0
104,0
105,0
106,0.0125122
107,0
108,0
109,0.0134735
110,0
111,0
112,0
113,0.0144196
114,0
115,0
116,0
117,0.0157776
118,0
119,0
120,0
121,0.0178528
122,0
123,0
124,0
125,0
126,0.0196838
127,0
128,0
129,0
130,0
131,0
132,0.0205536
133,0
134,0
135,0
136,0
137,0.0214081
138,0
139,0
140,0
141,0
142,0
143,0.0231628
144,0
145,0
146,0
147,0
148,0
149,0.0235748
150,0
151,0
152,0
153,0
154,0
155,0.0241852
156,0
157,0
158,0
159,0
160,0
161,0.0229645
162,0
163,0
164,0
165,0
166,0
167,0.0221252
168,0
169,0
170,0
171,0
172,0
173,0.0237274
174,0
175,0
176,0
177,0
178,0
179,0.026062
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0.0288849
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0.03125
196,0
197,0
198,0
199,0
200,0
201,0
202,0.0283813
203,0
204,0
205,0
206,0
207,0
208,0.0257568
209,0
210,0
211,0
212,0
213,0
214,0.020401
215,0
216,0
217,0
218,0.016922
219,0
220,0
221,0
222,0.0156555
223,0
224,0
225,0
226,0.0172729
227,0
228,0
229,0
230,0
231,0.0164337
232,0
233,0
234,0
235,0.0176086
236,0
237,0
238,0
239,0.0173492
240,0
241,0
242,0
243,0.0148163
244,0
245,0
246,0
247,0
248,0.0175629
249,0
250,0
251,0.014801
252,0
253,0
254,0.0108337
255,0.00294495
