0,-1.6031e-16,0,1.6031e-16,3.14159
1,2.50562e-17,-4.91787e-17,5.51938e-17,-1.09958
2,-2.11061e-17,-3.09536e-17,3.74646e-17,-2.16925
3,-1.3985e-17,-9.50719e-19,1.40173e-17,-3.07372
4,-1.01137e-18,-9.81308e-18,9.86506e-18,-1.6735
5,-1.69705e-17,-1.60554e-17,2.33618e-17,-2.3839
6,-2.53118e-17,-2.19981e-18,2.54072e-17,-3.0549
7,-3.2697e-17,-4.36741e-18,3.29874e-17,-3.00881
8,7.13357e-09,-1.2708e-09,7.24588e-09,-0.176294
9,3.2697e-17,-4.36741e-18,3.29874e-17,-0.132786
10,2.53118e-17,-2.19981e-18,2.54072e-17,-0.0866906
11,1.69705e-17,-1.60554e-17,2.33618e-17,-0.757696
12,1.01137e-18,-9.81308e-18,9.86506e-18,-1.4681
13,1.3985e-17,-9.50719e-19,1.40173e-17,-0.0678767
14,2.11061e-17,-3.09536e-17,3.74646e-17,-0.972348
15,-2.50562e-17,-4.91787e-17,5.51938e-17,-2.04201
16,1.6031e-16,0,1.6031e-16,0
17,-2.50562e-17,4.91787e-17,5.51938e-17,2.04201
18,2.11061e-17,3.09536e-17,3.74646e-17,0.972348
19,1.3985e-17,9.50719e-19,1.40173e-17,0.0678767
20,1.01137e-18,9.81308e-18,9.86506e-18,1.4681
21,1.69705e-17,1.60554e-17,2.33618e-17,0.757696
22,2.53118e-17,2.19981e-18,2.54072e-17,0.0866906
23,3.2697e-17,4.36741e-18,3.29874e-17,0.132786
24,3.41008e-09,6.67233e-18,3.41008e-09,1.95665e-09
25,-3.2697e-17,4.36741e-18,3.29874e-17,3.00881
26,-2.53118e-17,2.19981e-18,2.54072e-17,3.0549
27,-1.69705e-17,1.60554e-17,2.33618e-17,2.3839
28,-1.01137e-18,9.81308e-18,9.86506e-18,1.6735
29,-1.3985e-17,9.50719e-19,1.40173e-17,3.07372
30,-2.11061e-17,3.09536e-17,3.74646e-17,2.16925
31,2.50562e-17,4.91787e-17,5.51938e-17,1.09958
32,-1.6031e-16,0,1.6031e-16,3.14159
33,2.50562e-17,-4.91787e-17,5.51938e-17,-1.09958
34,-2.11061e-17,-3.09536e-17,3.74646e-17,-2.16925
35,-1.3985e-17,-9.50719e-19,1.40173e-17,-3.07372
36,-1.01137e-18,-9.81308e-18,9.86506e-18,-1.6735
37,-1.69705e-17,-1.60554e-17,2.33618e-17,-2.3839
38,-2.53118e-17,-2.19981e-18,2.54072e-17,-3.0549
39,-3.2697e-17,-4.36741e-18,3.29874e-17,-3.00881
40,8.68489e-10,-1.56502e-16,8.68489e-10,-1.80201e-07
41,3.2697e-17,-4.36741e-18,3.29874e-17,-0.132786
42,2.53118e-17,-2.19981e-18,2.54072e-17,-0.0866906
43,1.69705e-17,-1.60554e-17,2.33618e-17,-0.757696
44,1.01137e-18,-9.81308e-18,9.86506e-18,-1.4681
45,1.3985e-17,-9.50719e-19,1.40173e-17,-0.0678767
46,2.11061e-17,-3.09536e-17,3.74646e-17,-0.972348
47,-2.50562e-17,-4.91787e-17,5.51938e-17,-2.04201
48,1.6031e-16,0,1.6031e-16,0
49,-2.50562e-17,4.91787e-17,5.51938e-17,2.04201
50,2.11061e-17,3.09536e-17,3.74646e-17,0.972348
51,1.3985e-17,9.50719e-19,1.40173e-17,0.0678767
52,1.01137e-18,9.81308e-18,9.86506e-18,1.4681
53,1.69705e-17,1.60554e-17,2.33618e-17,0.757696
54,2.53118e-17,2.19981e-18,2.54072e-17,0.0866906
55,3.2697e-17,4.36741e-18,3.29874e-17,0.132786
56,0.5,-1.2708e-09,0.5,-2.54159e-09
57,-3.2697e-17,4.36741e-18,3.29874e-17,3.00881
58,-2.53118e-17,2.19981e-18,2.54072e-17,3.0549
59,-1.69705e-17,1.60554e-17,2.33618e-17,2.3839
60,-1.01137e-18,9.81308e-18,9.86506e-18,1.6735
61,-1.3985e-17,9.50719e-19,1.40173e-17,3.07372
62,-2.11061e-17,3.09536e-17,3.74646e-17,2.16925
63,2.50562e-17,4.91787e-17,5.51938e-17,1.09958
64,-1.6031e-16,0,1.6031e-16,3.14159
65,2.50562e-17,-4.91787e-17,5.51938e-17,-1.09958
66,-2.11061e-17,-3.09536e-17,3.74646e-17,-2.16925
67,-1.3985e-17,-9.50719e-19,1.40173e-17,-3.07372
68,-1.01137e-18,-9.81308e-18,9.86506e-18,-1.6735
69,-1.69705e-17,-1.60554e-17,2.33618e-17,-2.3839
70,-2.53118e-17,-2.19981e-18,2.54072e-17,-3.0549
71,-3.2697e-17,-4.36741e-18,3.29874e-17,-3.00881
72,0.5,1.2708e-09,0.5,2.54159e-09
73,3.2697e-17,-4.36741e-18,3.29874e-17,-0.132786
74,2.53118e-17,-2.19981e-18,2.54072e-17,-0.0866906
75,1.69705e-17,-1.60554e-17,2.33618e-17,-0.757696
76,1.01137e-18,-9.81308e-18,9.86506e-18,-1.4681
77,1.3985e-17,-9.50719e-19,1.40173e-17,-0.0678767
78,2.11061e-17,-3.09536e-17,3.74646e-17,-0.972348
79,-2.50562e-17,-4.91787e-17,5.51938e-17,-2.04201
80,1.6031e-16,0,1.6031e-16,0
81,-2.50562e-17,4.91787e-17,5.51938e-17,2.04201
82,2.11061e-17,3.09536e-17,3.74646e-17,0.972348
83,1.3985e-17,9.50719e-19,1.40173e-17,0.0678767
84,1.01137e-18,9.81308e-18,9.86506e-18,1.4681
85,1.69705e-17,1.60554e-17,2.33618e-17,0.757696
86,2.53118e-17,2.19981e-18,2.54072e-17,0.0866906
87,3.2697e-17,4.36741e-18,3.29874e-17,0.132786
88,8.68489e-10,2.66013e-16,8.68489e-10,3.06294e-07
89,-3.2697e-17,4.36741e-18,3.29874e-17,3.00881
90,-2.53118e-17,2.19981e-18,2.54072e-17,3.0549
91,-1.69705e-17,1.60554e-17,2.33618e-17,2.3839
