0,0.067337
1,0.00361633
2,0.00413513
3,0.0042572
4,0.00457764
5,0.00265503
6,0
7,0.00543213
8,0.00288391
9,0.00257874
10,0.00590515
11,0.0027771
12,0
13,0.00534058
14,0.00320435
15,0.00280762
16,0.00587463
17,0.00276184
18,0.00312805
19,0.00325012
20,0
21,0.00617981
22,0.00325012
23,0.00262451
24,0.00563049
25,0.00253296
26,0.00505066
27,0.00482178
28,0.00241089
29,0.00527954
30,0.00257874
31,0.00820923
32,0.00474548
33,0.00254822
34,0.00791931
35,0.00439453
36,0.00460815
37,0.00793457
38,0.00323486
39,0.00840759
40,0.00344849
41,0.00765991
42,0.00509644
43,0.00743103
44,0.00669861
45,0.00923157
46,0.00749207
47,0.00773621
48,0.00737
49,0.00823975
50,0.0122681
51,0.00653076
52,0.00338745
53,0.00775146
54,0.00515747
55,0.0107422
56,0.00622559
57,0.00723267
58,0.00779724
59,0.00819397
60,0
61,0
62,0.00933838
63,0
64,0
65,0
66,0.0102997
67,0
68,0
69,0.0114288
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0.0125122
78,0
79,0
80,0
81,0
82,0
83,0
84,0.0134735
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0.0144196
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0.0157776
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0.0178528
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0.0196838
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0.0205536
136,0
137,0
138,0
139,0
140,0
141,0
142,0.0214081
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0.0231628
152,0
153,0
154,0
155,0
156,0
157,0
158,0.0235748
159,0
160,0
161,0
162,0
163,0
164,0.0241852
165,0
166,0
167,0
168,0.0229645
169,0
170,0
171,0
172,0
173,0.0221252
174,0
175,0
176,0
177,0.0237274
178,0
179,0
180,0.026062
181,0
182,0
183,0
184,0.0288849
185,0
186,0
187,0
188,0.03125
189,0
190,0
191,0
192,0.0283813
193,0
194,0
195,0.0257568
196,0
197,0
198,0
199,0.020401
200,0
201,0.016922
202,0
203,0.0156555
204,0.0172729
205,0
206,0
207,0.0164337
208,0.0176086
209,0
210,0.0173492
211,0
212,0
213,0.0148163
214,0
215,0
216,0
217,0
218,0.0175629
219,0
220,0
221,0
222,0.014801
223,0
224,0
225,0
226,0.0108337
227,0
228,0.00294495
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
